"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO022408";"180 OÜ";"14397679";"09.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022409";"Raskeveok OÜ";"14149792";"09.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022403";"Parim Seltskond OÜ";"14466660";"05.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022404";"Kirele OÜ";"14005780";"05.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022398";"BellaForza OÜ";"12946277";"02.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022396";"Noya Restoran OÜ";"14485159";"02.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022397";"Mittetulundusühing Võhma Seltsimaja";"80082503";"02.07.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022394";"HAIMRE-GROUP OSAÜHING";"10651454";"29.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022392";"AS Eesti Leivatööstus";"10020297";"28.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022393";"V&V Baltics OÜ";"14485648";"28.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022391";"ChaChaPuri OÜ";"14495577";"28.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022390";"Kuningamäe Kontsert OÜ";"14012171";"27.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022387";"DanKobi OÜ";"14385311";"26.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022388";"Carmer OÜ";"14301053";"26.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022389";"OÜ Wise Bros";"14228706";"26.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022386";"Ahjuvaht OÜ";"14313725";"25.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022385";"Janpal Grupp OÜ";"12483972";"24.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022382";"FoodSons OÜ";"14385067";"22.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022380";"Osaühing ESTEETIKA JA TANTSUKOOL";"10245984";"21.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022378";"Roosi & Roosa käsitöö OÜ";"14005231";"20.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022377";"Vetesints OÜ";"14492952";"20.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022376";"OÜ Etsi talutooted";"14205361";"19.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022374";"Kreksu OÜ";"14161250";"19.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022373";"ÜKSKÕIK BAAR OÜ";"14412924";"19.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022375";"Martial Holding OÜ";"14389740";"19.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022372";"Hipster Catering OÜ";"14501131";"18.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022368";"Hugo's Project Management OÜ";"14474196";"15.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022367";"SNCO OÜ";"14376157";"15.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022366";"Baltikumi Baarid OÜ";"14481724";"14.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022365";"OÜ Ülo";"14355089";"14.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022362";"OÜ Prangli Majutus";"12529154";"12.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022363";"MarLe OÜ";"14491585";"12.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022361";"Kinnika OÜ";"14484036";"12.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022358";"Lihtsad Asjad OÜ";"12607569";"11.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022355";"Aleksei Orlov";"11798509";"11.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022357";"Umbroht OÜ";"12930922";"11.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022354";"Exoinvest OÜ";"14495778";"10.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022353";"RAF CHIPS TRADING COMPANY OÜ";"14313903";"08.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022352";"Koogikratt OÜ";"14185960";"08.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022348";"Vanatamm OÜ";"14464157";"07.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022345";"PROTUUNING OÜ";"14491680";"06.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022341";"ProSolutions OÜ";"11526892";"05.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022342";"Eidapere Piirkonna Külade Selts";"80549220";"05.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022340";"Viki Kontor OÜ";"14492550";"04.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022338";"RK Catering OÜ";"14499670";"01.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022248";"Millioncino OÜ";"14448112";"01.06.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022333";"Sanny OÜ";"12836362";"31.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022332";"Maailma Toit OÜ";"11373744";"31.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022334";"Oidika OÜ";"12413011";"31.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022331";"sihtasutus Kihnu Kultuuriruum";"90004639";"30.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022329";"Paljasjalg Kaubandus OÜ";"11452722";"30.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022330";"Zunheboto Tseminyo OÜ";"14042054";"30.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022327";"Osaühing TRANS-A";"10407470";"30.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022325";"OÜ Suhkur";"14422420";"30.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022324";"osaühing KROHVPOLÜ";"10232622";"29.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022318";"Tartu Seikluspark OÜ";"12172143";"28.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022321";"Alvitana OÜ";"14438836";"28.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022319";"Osaühing Ranna-Villa";"11322586";"28.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022317";"Pruulius OÜ";"14444410";"28.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022311";"Hiiunorbel OÜ";"14493578";"24.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022313";"MX Crafts OÜ";"14056932";"24.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022309";"VADRED OÜ";"12693899";"23.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022306";"Tähe Pubi OÜ";"14490901";"22.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022303";"Restoran Armudu OÜ";"12640897";"22.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022307";"Yansuki OÜ";"14377731";"22.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022305";"OÜ APL Restoranid";"14176369";"22.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022298";"Stedingu Kohvik OÜ";"14489370";"21.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022302";"otto segeberg OÜ";"14488809";"21.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022300";"InnovSSK OÜ";"14132372";"21.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022297";"OÜ Redeem";"11365495";"20.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022294";"PanCake OÜ";"14186403";"18.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022287";"Arabian Nights OÜ";"14391369";"17.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022288";"osaühing Golfer";"10021233";"17.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022290";"Coniare Saffiro OÜ";"12752308";"17.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022286";"Hungpung Mapum OÜ";"14490025";"16.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022281";"Osaühing Matkamees";"10967312";"15.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022284";"Kringlimaja OÜ";"14027244";"15.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022285";"Mulks OÜ";"14406094";"15.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022277";"Pidula Forell OÜ";"14398070";"11.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022276";"OÜ Laidoneri KV";"12955595";"09.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022275";"Little Japan OÜ";"12593850";"09.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022273";"osaühing Nugise Kaubandus";"10053865";"08.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022272";"Xazar Service OÜ";"12668594";"07.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022218";"Sadama Catering OÜ";"14451982";"07.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022271";"Mocco OÜ";"14070300";"06.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022270";"Bravogate OÜ";"14419180";"06.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022268";"Postikana OÜ";"14457200";"03.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022267";"Ifoods OÜ";"12815061";"02.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022265";"Hanase OÜ";"12664478";"02.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022266";"FORLAK OÜ";"14471602";"02.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022241";"Flats OÜ";"12223277";"01.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022258";"VIKTORY OÜ";"14369105";"01.05.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022263";"OSAÜHING HIGH-TEX";"11314776";"30.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022262";"OÜ Musmur";"14018529";"30.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022260";"Phangan Foods OÜ";"14463382";"29.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022256";"Digistone OÜ";"12178648";"26.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022257";"Mest OÜ";"14221503";"26.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022237";"MO TOITLUSTUS OÜ";"14459593";"25.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022253";"Vistekel OÜ";"12199604";"25.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022252";"Tänavakohvik OÜ";"14291047";"24.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022251";"Naturaalprojekt OÜ";"12830540";"23.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022247";"AMISTADABALTIC OÜ";"14162574";"20.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022242";"TRUEMAN OÜ";"14184370";"19.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022238";"Gardest OÜ";"14246756";"16.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022239";"OÜ LATIR";"10926496";"16.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022236";"Otepää Kultuurikeskused";"77000683";"12.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022232";"Trendfood Balticum OÜ";"14453878";"10.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022233";"BREZZA WOK OÜ";"14344625";"10.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022196";"Imona OÜ";"14422992";"10.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022234";"Badaam OÜ";"14182677";"10.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022231";"Kesklinna Kohvikud OÜ";"14418401";"09.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022230";"Lab OÜ";"12111874";"09.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022228";"porkbelly OÜ";"14173655";"06.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022226";"Sadamakohvik OÜ";"14406616";"06.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022227";"Casa Moose OÜ";"14322256";"06.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022225";"Secret Room OÜ";"14030720";"05.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022223";"Lauteri köök OÜ";"14442902";"05.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022224";"Cremant OÜ";"14314110";"05.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022222";"OÜ Maitsemõis";"14338748";"04.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022217";"Toit Autost OÜ";"14455626";"03.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022220";"OÜ Supeluse Restoran";"14435747";"03.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022221";"Piraat OÜ";"14416253";"03.04.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022214";"Jawilan Kutabumi OÜ";"14251289";"29.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022215";"VP OÜ";"14253087";"29.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022213";"OM Stuudio";"80328246";"27.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022209";"OÜ Mere puiestee 6e";"14288982";"26.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022208";"Jinli Da OÜ";"12327574";"22.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022206";"SalonPlus Baltic OÜ";"11519490";"22.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022186";"R-Makes OÜ";"14287979";"19.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022201";"Montez OÜ";"12126769";"19.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022204";"EHE Hostel OÜ";"14213745";"15.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022199";"OÜ Training Technology";"11982265";"12.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022200";"Aquamarinepirita OÜ";"14090350";"12.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022198";"OÜ JaapaniMaitsed";"14013223";"08.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022197";"Wonderfood OÜ";"14327503";"07.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022195";"Tallinn Old Town Hotels OÜ";"14433621";"01.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022191";"Osaühing Aminium Net";"11052388";"01.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022194";"Sabi Rotermann OÜ";"14385268";"01.03.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022193";"Tänav OÜ";"14384837";"28.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022192";"Hispatime OÜ";"14374738";"27.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022190";"Kuuste Grupp OÜ";"14361204";"25.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022188";"Gallery Gourmet OÜ";"12530660";"22.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022185";"Pärnamäe talu OÜ";"14043131";"20.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022183";"Sihtasutus Saaremaa Muuseum";"90013957";"19.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022184";"Sinou Tieng OÜ";"14373650";"19.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022182";"Cloud Vape Bar OÜ";"14282195";"19.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022181";"Topliners Agency OÜ";"14353083";"16.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022179";"JULIART OÜ";"12107973";"13.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022180";"BESTHANSA OÜ";"14125248";"13.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022178";"Q Argentina Grill OÜ";"14377636";"12.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022176";"Anrecon OÜ";"14292644";"11.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022177";"Kohvik Julius OÜ";"14362385";"11.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022175";"Akvilion OÜ";"14422294";"09.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022174";"Riiman One OÜ";"14417229";"08.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022171";"Chupadepra OÜ";"12884464";"08.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022173";"Gastrocube OÜ";"14387391";"08.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022170";"Kabakoto Diangou OÜ";"14150453";"07.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022169";"Krivision disain OÜ";"14387669";"04.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022166";"Kaunis Events OÜ";"14419151";"02.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022167";"NORA INVEST OÜ";"14203824";"02.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022163";"MMaetKamoriz OÜ";"14398590";"01.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022164";"Aikis OÜ";"14400298";"01.02.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022162";"OSAÜHING Bassing";"10988308";"31.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022159";"Võlli-Kingu talu";"10105220";"30.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022157";"Must Ploom OÜ";"12929942";"29.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022158";"ABC RESTO OÜ";"14404221";"29.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022156";"Weekend Club OÜ";"12896823";"26.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022155";"RÜÜTLI KORP OÜ";"12488024";"26.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022151";"Meie Pizza OÜ";"12454491";"19.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022150";"Must Kollane OÜ";"14385877";"19.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022148";"OÜ RWOTOMIYA";"11311200";"18.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022146";"OÜ KRAINE";"14408199";"16.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022145";"Dreamhome Design OÜ";"12686161";"15.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022143";"Osaühing OVO KREDIIT";"11426667";"10.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022141";"P.P Building OÜ";"14013957";"09.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022139";"Tormituuled OÜ";"14339145";"08.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022137";"Sessel OÜ";"14389817";"07.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022138";"Sakste Maja OÜ";"14368086";"07.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022135";"CHAPLIN OÜ";"14322049";"03.01.2018";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022134";"Armatons OÜ";"14178150";"27.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022133";"Oguy Njemanze OÜ";"14390364";"22.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022131";"OÜ Balti I.S.";"12785288";"20.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022129";"Ste-Mar OÜ";"14392854";"18.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022126";"OÜ Mawany Kwedyborma";"14334064";"15.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022123";"HODOBEAUTY OÜ";"14372449";"14.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022125";"Motorhome OÜ";"12897082";"14.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022124";"OÜ Meretare Restoran";"12881632";"14.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022120";"Hill Hill Holding OÜ";"14239167";"13.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022119";"Pavlova OÜ";"14323882";"12.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022117";"Eastholm OÜ";"14113601";"08.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022116";"Pärnu Diakooniakeskus Mittetulundusühing";"80303855";"07.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022114";"Maecenas OÜ";"14114753";"06.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022109";"Pelytte Catering OÜ";"14344696";"06.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022115";"ImperialAilavi OÜ";"14262548";"06.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022106";"MTÜ Alle-Saija Teatritalu";"80368107";"02.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022104";"OÜ Altairmoi";"14142620";"01.12.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022103";"Tutvumisreisid OÜ";"14370657";"30.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022101";"Varjuteater OÜ";"14372685";"29.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022098";"Viklink OÜ";"11588976";"28.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022095";"ROYAL WOOD OÜ";"14087987";"27.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022097";"GooDrink OÜ";"12777857";"27.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022096";"OÜ PÄRNAMÄED";"11701609";"27.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022093";"osaühing RUFF A.R.";"10530526";"22.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022092";"Püünemeistrid OÜ";"12421333";"21.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022091";"Volerio OÜ";"14366101";"21.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022087";"Botaanik OÜ";"12889734";"20.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022088";"fusion sushi OÜ";"14368092";"20.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022090";"Osaühing Romss";"11072209";"20.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022085";"Kolfour OÜ";"14309592";"17.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022084";"Osaühing Fatlink";"11586486";"16.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022079";"Apollo Kino OÜ";"12383294";"14.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022082";"CARNELIAN OÜ";"11714731";"14.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022080";"Lovita OÜ";"14326320";"14.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022078";"Khamsa OÜ";"14362706";"14.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022081";"VÕIDUSÕIDU OÜ";"10908628";"14.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022075";"IBI RESTO OÜ";"14366472";"10.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022074";"Amber Light OÜ";"14126526";"09.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022073";"Pilliroog OÜ";"14363870";"09.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022072";"Peetri Bufee OÜ";"14047198";"08.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022071";"Nordic Beach OÜ";"12649579";"07.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022070";"Varahaldus OÜ";"12056804";"06.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022067";"FFS Liquids OÜ";"14176174";"02.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022036";"Vau Restoranid OÜ";"14319490";"01.11.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022064";"MINLORA OÜ";"14342425";"31.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022065";"Hea Koht OÜ";"14225116";"31.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022063";"Osaühing PUHTUS JA HOOLITSUS";"11131679";"30.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022062";"Osaühing Ethel Merman";"10911168";"27.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022060";"RC Operaator OÜ";"14332639";"26.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022061";"SRP Halduse OÜ";"14183553";"26.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022058";"OÜ Suusakool";"12557133";"24.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022056";"osaühing Gapert Grupp";"10432083";"19.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022054";"Sõbra Pesa OÜ";"14337525";"18.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022053";"OSAÜHING KET-BOX";"10306496";"16.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022052";"Denver Ribs OÜ";"11302313";"15.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022049";"Hizla Kamrangirchar OÜ";"14212355";"11.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022047";"Y.O.L.O Gastropub OÜ";"14336809";"09.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022048";"Sandbar OÜ";"14019374";"09.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022009";"Snoob Resto OÜ";"14047399";"09.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022046";"Sushirestoranid OÜ";"14341905";"08.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
